Phrase,IPA,ES Pronunciation,ES Translation,Island
Please stop the car.,/pliːz stɒp ðə kɑː/,pliz stop de car.,"Para el coche, por favor.",36 suspicion / suspicious
They will detain him.,/ðeɪ wɪl dɪˈteɪn hɪm/,dei wil ditein jim.,Ellos lo detendrán.,36 suspicion / suspicious
It is a big case.,/ɪt ɪz ə bɪg keɪs/,it iz a big keis.,Es un caso grande.,36 suspicion / suspicious
It is not a big case.,/ɪt ɪz nɒt ə bɪɡ keɪs/,it iz not a big keis.,No es un caso grande.,36 suspicion / suspicious
Is it a big case?,/ɪz ɪt ə bɪɡ keɪs/,iz it a big keis?,¿Es un caso grande?,36 suspicion / suspicious
What is this big case?,/wɒt ɪz ðɪs bɪɡ keɪs/,wot is dis big keis?,¿Cuál es este caso grande?,36 suspicion / suspicious
It was a big case.,/ɪt wəz ə bɪɡ keɪs/,it woz a big keis.,Era un caso grande.,36 suspicion / suspicious
The investigation is long.,/ðə ɪnˌvɛstɪˈɡeɪʃən ɪz lɒŋ/,de investiɡeishon iz lon.,La investigación es larga.,36 suspicion / suspicious
He is a detective.,/hi ɪz ə dɪˈtɛktɪv/,ji iz a detectiv.,Él es detective.,36 suspicion / suspicious
She is an investigator.,/ʃi ɪz ən ɪnˈvɛstɪɡeɪtə/,shi iz an investiɡeitor.,Ella es investigadora.,36 suspicion / suspicious
It is a hypothesis.,/ɪt ɪz ə haɪˈpɒθəsɪs/,it iz a jaipózisis.,Es una hipótesis.,36 suspicion / suspicious
We need a motive.,/wi niːd ə ˈməʊtɪv/,ui nid a moutiv.,Necesitamos un motivo.,36 suspicion / suspicious
This is an interrogation.,/ðɪs ɪz ən ɪnˌtɛrəˈɡeɪʃən/,dis iz an interoɡeishon.,Esto es un interrogatorio.,36 suspicion / suspicious
They interrogate him.,/ðeɪ ɪnˈtɛrəɡeɪt hɪm/,dei interóɡeit jim.,Ellos lo interrogan.,36 suspicion / suspicious
I will question her.,/aɪ wɪl ˈkwɛstʃən hɜː/,ai wil cuestion jer.,La interrogaré.,36 suspicion / suspicious
Please check the door.,/pliːz tʃɛk ðə dɔː/,pliz chek de dor.,"Revisa la puerta, por favor.",36 suspicion / suspicious
We have a round-up today.,/wiː hæv ə ˈraʊnd ʌp təˈdeɪ/,ji jav a raund ap tudei.,Tenemos una reunión hoy.,36 suspicion / suspicious
The search is in the park.,/ðə sɜːtʃ ɪz ɪn ðə pɑːk/,de sorch is in de parc.,La búsqueda es en el parque.,36 suspicion / suspicious
The chase was very fast.,/ðə tʃeɪs wɒz ˈvɛri fɑːst/,de cheis guas beri fast.,La persecución fue muy rápida.,36 suspicion / suspicious
They pursue the bad cat.,/ðeɪ pəˈsjuː ðə bæd kæt/,dei persiu de bad kat.,Ellos persiguen al gato malo.,36 suspicion / suspicious
Dogs track the man well.,/dɒɡz træk ðə mæn wɛl/,dogs track de man uel.,Los perros rastrean al hombre bien.,36 suspicion / suspicious
The arrest is big news.,/ðə əˈrɛst ɪz bɪɡ njuːz/,de arres is big nius.,El arresto es una gran noticia.,36 suspicion / suspicious
Police arrest the thief.,/pəˈliːs əˈrɛst ðə θiːf/,polis arres de zif.,La policía arresta al ladrón.,36 suspicion / suspicious
I catch the ball now.,/aɪ kæʃ ðə bɔːl naʊ/,ai cash de bol nau.,Atrapo la pelota ahora.,36 suspicion / suspicious
We capture the big bug.,/wiː ˈkæptʃə ðə bɪɡ bʌɡ/,wiキャプチャ de big bag.,Capturamos el insecto grande.,36 suspicion / suspicious
This document is for you.,/ðɪs ˈdɒkjʊmənt ɪz fɔː juː/,dis document is for yu.,Este documento es para ti.,36 suspicion / suspicious
I see the proof here.,/aɪ siː ðə pruːf hɪə/,ai si de pruf jia.,Veo la prueba aquí.,36 suspicion / suspicious
I do not see the proof here.,/aɪ də nɒt siː ðə pruːf hɪə/,ai da not si de pruf jia.,No veo la prueba aquí.,36 suspicion / suspicious
Do you see the proof here?,/du juː siː ðə pruːf hɪə/,du yu si de pruf jia?,¿Ves la prueba aquí?,36 suspicion / suspicious
Why is the proof here?,/waɪ ɪz ðə pruːf hɪə/,wai is de pruf jia?,¿Por qué está la prueba aquí?,36 suspicion / suspicious
I saw the proof here.,/aɪ sɔː ðə pruːf hɪə/,ai so de pruf jia.,Vi la prueba aquí.,36 suspicion / suspicious
Can you prove it?,/kæn juː pruːv ɪt/,kan yu pruf it.,¿Puedes probarlo?,36 suspicion / suspicious
The footprint is in mud.,/ðə ˈfʊtprɪnt ɪz ɪn mʌd/,de footprint is in mad.,La huella está en el barro.,36 suspicion / suspicious
He sees fingerprints on glass.,/hiː siːz ˈfɪŋɡəprɪnts ɒn ɡlɑːs/,ji sis fingerprints on glass.,Él ve huellas en el vaso.,36 suspicion / suspicious
This piece of evidence helps.,/ðɪs piːs ɒv ˈɛvɪdəns hɛlps/,dis pis of evidens helps.,Esta pieza de evidencia ayuda.,36 suspicion / suspicious
His alibi is very good.,/hɪz ˈælɪbaɪ ɪz ˈvɛri ɡʊd/,is alibai is beri gud.,Su coartada es muy buena.,36 suspicion / suspicious
His alibi is not very good.,/hɪz ˈælɪbaɪ ɪz nɒt ˈvɛri ɡʊd/,is alibai is not beri gud.,Su coartada no es muy buena.,36 suspicion / suspicious
Is his alibi very good?,/ɪz hɪz ˈælɪbaɪ ˈvɛri ɡʊd/,iz is alibai beri gud?,¿Es su coartada muy buena?,36 suspicion / suspicious
Who has a very good alibi?,/huː hæz ə ˈvɛri ɡʊd ˈælɪbaɪ/,ju jaz a beri gud alibai?,¿Quién tiene una coartada muy buena?,36 suspicion / suspicious
His alibi was very good.,/hɪz ˈælɪbaɪ wəz ˈvɛri ɡʊd/,is alibai woz beri gud.,Su coartada era muy buena.,36 suspicion / suspicious
The boy is innocent now.,/ðə bɔɪ ɪz ˈɪnəsənt naʊ/,de boi is inocent nau.,El niño es inocente ahora.,36 suspicion / suspicious
This is a big injustice.,/ðɪs ɪz ə bɪɡ ɪnˈdʒʌstɪs/,dis is a big inyustis.,Esto es una gran injusticia.,36 suspicion / suspicious
This is not a big injustice.,/ðɪs ɪz nɒt ə bɪɡ ɪnˈdʒʌstɪs/,dis is not a big inyustis.,Esto no es una gran injusticia.,36 suspicion / suspicious
Is this a big injustice?,/ɪz ðɪs ə bɪɡ ɪnˈdʒʌstɪs/,iz dis a big inyustis?,¿Es esto una gran injusticia?,36 suspicion / suspicious
When was this big injustice?,/wɛn wəz ðɪs bɪɡ ɪnˈdʒʌstɪs/,wen woz dis big inyustis?,¿Cuándo fue esta gran injusticia?,36 suspicion / suspicious
This was a big injustice.,/ðɪs wəz ə bɪɡ ɪnˈdʒʌstɪs/,dis woz a big inyustis.,Esto fue una gran injusticia.,36 suspicion / suspicious
That rule is very unfair.,/ðæt ruːl ɪz ˈvɛri ʌnˈfɛə/,dat rul is beri unfair.,Esa regla es muy injusta.,36 suspicion / suspicious
It is a criminal act.,/ɪt ɪz ə ˈkrɪmɪnəl ækt/,it is a criminal act.,Es un acto criminal.,36 suspicion / suspicious
They confiscate the phone.,/ðeɪ ˈkɒnfɪskeɪt ðə fəʊn/,dei confiscate de foun.,Ellos confiscan el teléfono.,36 suspicion / suspicious
The drug is bad for you.,/ðə drʌɡ ɪz bæd fɔː juː/,de drac is bad for yu.,La droga es mala para ti.,36 suspicion / suspicious
He has a big weapon.,/hiː hæz ə bɪɡ ˈwɛpən/,ji jas a big uepon.,Él tiene un arma grande.,36 suspicion / suspicious
He does not have a big weapon.,/hiː dʌz nɒt hæv ə bɪɡ ˈwɛpən/,ji das not jav a big uepon.,Él no tiene un arma grande.,36 suspicion / suspicious
Does he have a big weapon?,/dʌz hiː hæv ə bɪɡ ˈwɛpən/,das ji jav a big uepon?,¿Tiene él un arma grande?,36 suspicion / suspicious
Which big weapon does he have?,/wɪtʃ bɪɡ ˈwɛpən dʌz hiː hæv/,guich big uepon das ji jav?,¿Qué arma grande tiene él?,36 suspicion / suspicious
He had a big weapon.,/hiː hæd ə bɪɡ ˈwɛpən/,ji jad a big uepon.,Él tenía un arma grande.,36 suspicion / suspicious
We must disarm the man.,/wiː mʌst dɪsˈɑːm ðə mæn/,wi most disarm de man.,Debemos desarmar al hombre.,36 suspicion / suspicious
I order you to go.,/aɪ ˈɔːdə juː tuː ɡəʊ/,ai orden yu tu gou.,Te ordeno que vayas.,36 suspicion / suspicious
The cat will disappear soon.,/ðə kæt wɪl dɪsəˈpɪə suːn/,de kat wil disapiar sun.,El gato desaparecerá pronto.,36 suspicion / suspicious
We follow the law.,/wiː ˈfɒləʊ ðə lɔː/,ui folou de lo.,Nosotros seguimos la ley.,36 suspicion / suspicious
It is a legal act.,/ɪt ɪz ə ˈliːgəl ækt/,it is a ligal akt.,Es un acto legal.,36 suspicion / suspicious
That car is illegal.,/ðæt kɑːr ɪz ɪˈliːgəl/,dat car is iligal.,Ese coche es ilegal.,36 suspicion / suspicious
It is my responsibility.,/ɪt ɪz maɪ rɪˌspɒnsəˈbɪləti/,it is mai responsabiliti.,Es mi responsabilidad.,36 suspicion / suspicious
You are a responsible boy.,/juː ɑːr ə rɪˈspɒnsəbəl bɔɪ/,iu ar a responsabol boy.,Tú eres un niño responsable.,36 suspicion / suspicious
I like the cosmos.,/aɪ laɪk ðə ˈkɒzmɒs/,ai laik de cosmos.,Me gusta el cosmos.,36 suspicion / suspicious
I do not like the cosmos.,/aɪ də nɒt laɪk ðə ˈkɒzmɒs/,ai da not laik de cosmos.,No me gusta el cosmos.,36 suspicion / suspicious
Do you like the cosmos?,/du juː laɪk ðə ˈkɒzmɒs/,du yu laik de cosmos?,¿Te gusta el cosmos?,36 suspicion / suspicious
Why do you like the cosmos?,/waɪ duː juː laɪk ðə ˈkɒzmɒs/,uái du yu laik dez kózmos?,¿Por qué te gusta el cosmos?,36 suspicion / suspicious
I liked the cosmos.,/aɪ laɪkt ðə ˈkɒzmɒs/,ai laikt de cosmos.,Me gustó el cosmos.,36 suspicion / suspicious
We see a space ship.,/wiː siː ə speɪs ʃɪp/,ui si a es ship.,Vemos una nave espacial.,36 suspicion / suspicious
He is in outer space.,/hiː ɪz ɪn ˈaʊtə speɪs/,ji is in auter es.,Él está en el espacio exterior.,36 suspicion / suspicious
I love the world.,/aɪ lʌv ðə wɜːrld/,ai lav de uerld.,Yo amo al mundo.,36 suspicion / suspicious
The universe is big.,/ðə ˈjuːnɪvɜːrs ɪz bɪg/,de yuniverz is big.,El universo es grande.,36 suspicion / suspicious
The universe is not big.,/ðə ˈjuːnɪvɜːrs ɪz nɒt bɪɡ/,de yuniverz is not big.,El universo no es grande.,36 suspicion / suspicious
Is the universe big?,/ɪz ðə ˈjuːnɪvɜːrs bɪɡ/,iz de yuniverz big?,¿Es grande el universo?,36 suspicion / suspicious
How big is the universe?,/haʊ bɪɡ ɪz ðə ˈjuːnɪvɜːs/,jau big iz dez yiúnivers?,¿Qué tan grande es el universo?,36 suspicion / suspicious
The universe was big.,/ðə ˈjuːnɪvɜːrs wəz bɪɡ/,de yuniverz woz big.,El universo era grande.,36 suspicion / suspicious
We see a galaxy.,/wiː siː ə ˈgæləksi/,ui si a galaksi.,Vemos una galaxia.,36 suspicion / suspicious
Look at that star.,/lʊk æt ðæt stɑːr/,luk at dat star.,Mira esa estrella.,36 suspicion / suspicious
It is a nice constellation.,/ɪt ɪz ə naɪs ˌkɒnstəˈleɪʃən/,it is a nai constelacion.,Es una constelación bonita.,36 suspicion / suspicious
Earth is a planet.,/ɜːrθ ɪz ə ˈplænɪt/,erz is a planet.,La Tierra es un planeta.,36 suspicion / suspicious
The satellite is fast.,/ðə ˈsætəlaɪt ɪz fæst/,de satelait is fast.,El satélite es rápido.,36 suspicion / suspicious
This is a meteorite.,/ðɪs ɪz ə ˈmiːtiəraɪt/,dis is a miteit.,Esto es un meteorito.,36 suspicion / suspicious
I see a big comet.,/aɪ siː ə bɪg ˈkɒmɪt/,ai si a big comet.,Veo un cometa grande.,36 suspicion / suspicious
I do not see a big comet.,/aɪ duː nɒt siː ə bɪg ˈkɒmɪt/,ai du not si a big comet.,No veo un cometa grande.,36 suspicion / suspicious
Do you see a big comet?,/duː juː siː ə bɪg ˈkɒmɪt/,du iu si a big comet?,¿Ves un cometa grande?,36 suspicion / suspicious
When do you see a big comet?,/wɛn duː juː siː ə bɪg ˈkɒmɪt/,uen du iu si a big comet?,¿Cuándo ves un cometa grande?,36 suspicion / suspicious
I saw a big comet.,/aɪ sɔː ə bɪg ˈkɒmɪt/,ai so a big comet.,Vi un cometa grande.,36 suspicion / suspicious
The asteroid is hot.,/ðə ˈæstərɔɪd ɪz hɒt/,de asteroid is jot.,El asteroide está caliente.,36 suspicion / suspicious
The orbit is round.,/ðə ˈɔːbɪt ɪz raʊnd/,de orbit is raund.,La órbita es redonda.,36 suspicion / suspicious
We revolve around the sun.,/wiː rɪˈvɒlv əˈraʊnd ðə sʌn/,ui rivol araund de san.,Giramos alrededor del sol.,36 suspicion / suspicious
The atmosphere is blue.,/ðə ˈætməsfɪər ɪz bluː/,de atmosfer is blu.,La atmósfera es azul.,36 suspicion / suspicious
I like the sun.,/aɪ laɪk ðə sʌn/,ai laik de san.,Me gusta el sol.,36 suspicion / suspicious
I do not like the sun.,/aɪ duː nɒt laɪk ðə sʌn/,ai du not laik de san.,No me gusta el sol.,36 suspicion / suspicious
Do you like the sun?,/duː juː laɪk ðə sʌn/,du iu laik de san?,¿Te gusta el sol?,36 suspicion / suspicious
Why do you like the sun?,/waɪ duː juː laɪk ðə sʌn/,uai du iu laik de san?,¿Por qué te gusta el sol?,36 suspicion / suspicious
I liked the sun.,/aɪ laɪkt ðə sʌn/,ai laikt de san.,Me gustó el sol.,36 suspicion / suspicious
We live in the solar system.,/wiː lɪv ɪn ðə ˈsəʊlər ˈsɪstəm/,ui liv in de solar sistem.,Vivimos en el sistema solar.,36 suspicion / suspicious
See the solar eclipse.,/siː ðə ˈsəʊlər ɪˈklɪps/,si de solar eclipse.,Mira el eclipse solar.,36 suspicion / suspicious
The Earth is round.,/ðiː ɜːθ ɪz raʊnd/,de erd is raund.,La Tierra es redonda.,36 suspicion / suspicious
The Moon is bright.,/ðə muːn ɪz braɪt/,de mun is brait.,La Luna es brillante.,36 suspicion / suspicious
Mars is a planet.,/mɑːrz ɪz ə ˈplænɪt/,mars is a planet.,Marte es un planeta.,36 suspicion / suspicious
I see Venus.,/aɪ siː ˈviːnəs/,ai si vinus.,Veo a Venus.,36 suspicion / suspicious
Jupiter is very big.,/ˈdʒuːpɪtər ɪz ˈvɛri bɪg/,yupiter is veri big.,Júpiter es muy grande.,36 suspicion / suspicious
Saturn has rings.,/ˈsætərn hæz rɪŋz/,saturn has rings.,Saturno tiene anillos.,36 suspicion / suspicious
Mercury is hot.,/ˈmɜːrkjəri ɪz hɒt/,mercury is jot.,Mercurio es caliente.,36 suspicion / suspicious
Uranus is far away.,/jʊˈreɪnəs ɪz fɑːr əˈweɪ/,yuranus is far awei.,Urano está lejos.,36 suspicion / suspicious
Neptune is blue.,/ˈnɛptuːn ɪz bluː/,neptune is blu.,Neptuno es azul.,36 suspicion / suspicious
Pluto is small.,/ˈpluːtoʊ ɪz smɔːl/,pluto is smol.,Plutón es pequeño.,36 suspicion / suspicious
I see the Milky Way.,/aɪ siː ðə ˈmɪlki weɪ/,ai si de milki uei.,Veo la Vía Láctea.,36 suspicion / suspicious
I see the Great Bear.,/aɪ siː ðə greɪt beər/,ai si de greit bear.,Veo la Osa Mayor.,36 suspicion / suspicious
The North Star is bright.,/ðə nɔːrθ stɑːr ɪz braɪt/,de nor star is brait.,La Estrella Polar es brillante.,37 sea / volcano
He is a Martian.,/hiː ɪz ə ˈmɑːrʃən/,ji is a marsian.,Él es un marciano.,37 sea / volcano
It is an extraterrestrial.,/ɪt ɪz ən ˌɛkstrətəˈrɛstriəl/,it is an extraterrestrial.,Es un extraterrestre.,37 sea / volcano
The alien is green.,/ðiː ˈeɪliən ɪz griːn/,de alien is grin.,El extraterrestre es verde.,37 sea / volcano
A flying saucer flies.,/ə ˈflaɪɪŋ ˈsɔːsər flaɪz/,a flaing soser flaiz.,Un platillo volador vuela.,37 sea / volcano
The spaceship is fast.,/ðə ˈspeɪsʃɪp ɪz fæst/,de speisip is fast.,La nave espacial es rápida.,37 sea / volcano
The space station is big.,/ðə speɪs ˈsteɪʃən ɪz bɪg/,de speis steishon is big.,La estación espacial es grande.,37 sea / volcano
The blast-off is loud.,/ðə ˈblæst ɒf ɪz laʊd/,de blast-off is laud.,El despegue es ruidoso.,37 sea / volcano
The engine is hot.,/ðə ˈɛndʒɪn ɪz hɒt/,de endyin is jot.,El motor está caliente.,37 sea / volcano
The nozzle is round.,/ðə ˈnɒzəl ɪz raʊnd/,de nozzol is raund.,La boquilla es redonda.,37 sea / volcano
We need fuel.,/wiː niːd fjuːəl/,ui niad fiul.,Necesitamos combustible.,37 sea / volcano
The cockpit is small.,/ðə ˈkɒkpɪt ɪz smɔːl/,de kokpit is smol.,La cabina es pequeña.,37 sea / volcano
The antenna is long.,/ðə ænˈtɛnə ɪz lɒŋ/,de antena is long.,La antena es larga.,37 sea / volcano
I see the sea through the porthole.,/aɪ siː ðə siː θruː ðə ˈpɔːrtˌhoʊl/,ai si de si zru de portjol.,Veo el mar a través de la portilla.,37 sea / volcano
The solar battery is on the roof.,/ðə ˈsoʊlər ˈbætəri ɪz ɒn ðə ruːf/,de solar bateri is on de ruf.,La batería solar está en el techo.,37 sea / volcano
He wears a big white spacesuit.,/hi wɛərz ə bɪg waɪt ˈspeɪssuːt/,ji uers a big guait spacesuit.,Él lleva un traje espacial grande y blanco.,37 sea / volcano
We feel weightlessness in the sky.,/wi fiːl ˈweɪtləsnəs ɪn ðə skaɪ/,ui fil weitlesnes in de skai.,Sentimos ingravidez en el cielo.,37 sea / volcano
We need oxygen to live.,/wi niːd ˈɑːksɪdʒən tuː lɪv/,ui nid oksiden tu liv.,Necesitamos oxígeno para vivir.,37 sea / volcano
The docking is slow today.,/ðə ˈdɑːkɪŋ ɪz sloʊ təˈdeɪ/,de doking is eslu tudei.,El acoplamiento es lento hoy.,37 sea / volcano
Ships dock at the port.,/ʃɪps dɑːk æt ðə pɔːrt/,ships dok at de port.,Los barcos atracan en el puerto.,37 sea / volcano
The observatory is on the hill.,/ðə əbˈzɜːrvətɔːri ɪz ɒn ðə hɪl/,de observatori is on de jil.,El observatorio está en la colina.,37 sea / volcano
Look at the stars with a telescope.,/lʊk æt ðə stɑːrz wɪð ə ˈtɛləskoʊp/,luk at de stars wiz a telescope.,Mira las estrellas con un telescopio.,37 sea / volcano
We observe the birds.,/wi əbˈzɜːrv ðə bɜːrdz/,ui observe de berds.,Observamos a los pájaros.,37 sea / volcano
They explore the big forest.,/ðeɪ ɪkˈsplɔːr ðə bɪg ˈfɔːrəst/,dei explore de big forest.,Ellos exploran el bosque grande.,37 sea / volcano
We live on the Earth.,/wi lɪv ɒn ðə ɜːrθ/,ui liv on de erz.,Vivimos en la Tierra.,37 sea / volcano
The globe is blue and green.,/ðə ɡloʊb ɪz bluː ænd ɡriːn/,de glob is blu and grin.,El globo es azul y verde.,37 sea / volcano
Mars is a red planet.,/mɑːrz ɪz ə rɛd ˈplænət/,mars is a red planet.,Marte es un planeta rojo.,37 sea / volcano
The sky has a blue atmosphere.,/ðə skaɪ hæz ə bluː ˈætməsfɪr/,de skai jas a blu atmosfer.,El cielo tiene una atmósfera azul.,37 sea / volcano
We like geography class.,/wi laɪk dʒiˈɑːɡrəfi klæs/,ui laik yografi clas.,Nos gusta la clase de geografía.,37 sea / volcano
We love nature and trees.,/wi lʌv ˈneɪtʃər ænd triːz/,ui lov neicher and tris.,Amamos la naturaleza y los árboles.,37 sea / volcano
Spin the globe on the desk.,/spɪn ðə ɡloʊb ɒn ðə dɛsk/,spin de glob on de desk.,Gira el globo en el escritorio.,37 sea / volcano
This map shows the city.,/ðɪs mæp shoʊz ðə ˈsɪti/,dis map shos de siti.,Este mapa muestra la ciudad.,37 sea / volcano
Open the atlas to page five.,/ˈoʊpən ðə ˈætləs tuː peɪdʒ faɪv/,open de atlas tu peich faiv.,Abre el atlas en la página cinco.,37 sea / volcano
France is in Europe.,/fræns ɪz ɪn ˈjʊərəp/,frans is in yurop.,Francia está en Europa.,37 sea / volcano
Japan is in Asia.,/dʒəˈpæn ɪz ɪn ˈeɪʒə/,yapan is in eisha.,Japón está en Asia.,37 sea / volcano
